task_id,single_pass,pipe_pass,spec,code,collapse
HumanEval/45,True,False,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Calculate the area of a triangle given its base length and height.

INPUT:
- `a`: A float representing the length of the base of the triangle.
- `h`: A float representing the height of the triangle.

OUTPUT:
- A float representing the area of the triangle.

CONSTRAINTS:
- NONE

EXAMPLES:


EDGE CASES:
- **Empty Input**: The function should handle cases where either `a` or `h` is zero or negative by returning zero, as a triangle cannot have a non-positive area.
- **Single Element**: If only one of `a` or `h` is provided, the function should raise an error or handle it appropriately, as a triangle requires both dimensions.
- **Boundary Values**: The function should handle very large or very small values for `a` and `h`, ensuring that the calculation remains accurate within the limits of floating-point precision.","def calculate_triangle_area(a, h):
    """"""
    Calculate the area of a triangle given its base length and height.

    Parameters:
    a (float): The length of the base of the triangle.
    h (float): The height of the triangle.

    Returns:
    float: The area of the triangle.

    Raises:
    ValueError: If either `a` or `h` is zero or negative.
    """"""
    if a <= 0 or h <= 0:
        raise ValueError(""Base and height must be positive numbers."")
    
    return 0.5 * a * h",True
HumanEval/46,True,True,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Compute the n-th element of the Fib4 number sequence efficiently without using recursion.

INPUT:
- `n`: An integer representing the position in the Fib4 sequence.

OUTPUT:
- An integer representing the n-th element of the Fib4 sequence.

CONSTRAINTS:
- NONE

EXAMPLES:


EDGE CASES:
- **Empty Input**: The function should handle `n = 0` by returning `0`.
- **Single Element**: The function should handle `n = 1` by returning `0`.
- **Boundary Values**: The function should handle `n = 2` by returning `2` and `n = 3` by returning `0`.","def fib4(n):
    if n == 0:
        return 0
    elif n == 1:
        return 0
    elif n == 2:
        return 2
    elif n == 3:
        return 0
    
    # Initialize the first four elements of the sequence
    a, b, c, d = 0, 0, 2, 0
    
    # Compute the n-th element iteratively
    for _ in range(4, n + 1):
        next_value = a + b + c + d
        a, b, c, d = b, c, d, next_value
    
    return d",False
HumanEval/47,True,False,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Return the median of the elements in the list `l`.

INPUT:
- `l`: A list of numbers (integers or floats).

OUTPUT:
- The median of the elements in the list `l` as a float.

CONSTRAINTS:
- NONE

EXAMPLES:


EDGE CASES:
- **Empty Input**: The function should raise an exception or handle it gracefully, as there is no median for an empty list.
- **Single Element**: The median of a single-element list is the element itself.
- **Boundary Values**: The function should handle lists with negative numbers, zero, and large numbers correctly.","def find_median(l):
    if not l:
        raise ValueError(""The list is empty and has no median."")
    
    sorted_l = sorted(l)
    n = len(sorted_l)
    
    if n % 2 == 1:
        # If odd, return the middle element
        return sorted_l[n // 2]
    else:
        # If even, return the average of the two middle elements
        mid1 = sorted_l[n // 2 - 1]
        mid2 = sorted_l[n // 2]
        return (mid1 + mid2) / 2.0

# Example usage:
# print(find_median([3, 1, 2, 4, 5]))  # Output: 3
# print(find_median([-10, 4, 6, 1000, 10, 20]))  # Output: 15.0
# print(find_median([1]))  # Output: 1",True
HumanEval/48,True,True,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Checks if the given string is a palindrome, meaning it reads the same forwards and backwards.

INPUT:
- `text`: A string representing the text to be checked.

OUTPUT:
- A boolean value indicating whether the input string is a palindrome.

CONSTRAINTS:
- NONE

EXAMPLES:


EDGE CASES:
- **Empty Input**: `is_palindrome('')` returns `True`.
- **Single Element**: `is_palindrome('a')` returns `True`.
- **Boundary Values**: `is_palindrome('ab')` returns `False`.","def is_palindrome(text):
    """"""
    Checks if the given string is a palindrome.

    :param text: A string representing the text to be checked.
    :return: A boolean value indicating whether the input string is a palindrome.
    """"""
    # An empty string or a single character is considered a palindrome
    if len(text) <= 1:
        return True
    
    # Compare characters from the start and end moving towards the center
    for i in range(len(text) // 2):
        if text[i] != text[-(i + 1)]:
            return False
    
    return True",False
HumanEval/49,True,True,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Calculate \(2^n \mod p\), handling large exponents efficiently.

INPUT:
- `n`: An integer representing the exponent.
- `p`: An integer representing the modulus.

OUTPUT:
- An integer representing \(2^n \mod p\).

CONSTRAINTS:
- `n` must be a non-negative integer.
- `p` must be a positive integer greater than 1.

EXAMPLES:


EDGE CASES:
- **Empty Input**: Not applicable since the function takes two parameters.
- **Single Element**: Not applicable since the function takes two parameters.
- **Boundary Values**:
  - `n = 0`: `modp(0, p)` should return 1 for any `p > 1`.
  - `p = 2`: `modp(n, 2)` should return 0 if `n` is odd, and 1 if `n` is even.","def modp(n, p):
    """"""
    Calculate 2^n modulo p efficiently.

    Parameters:
    n (int): The exponent.
    p (int): The modulus, which must be greater than 1.

    Returns:
    int: The result of 2^n modulo p.

    Constraints:
    - n must be a non-negative integer.
    - p must be a positive integer greater than 1.

    Examples:
    >>> modp(3, 5)
    3
    >>> modp(1101, 101)
    2
    >>> modp(0, 101)
    1
    >>> modp(3, 11)
    8
    >>> modp(100, 101)
    1
    """"""
    if p <= 1:
        raise ValueError(""Modulus p must be greater than 1."")
    
    result = 1
    base = 2
    
    while n > 0:
        # If n is odd, multiply the result by the base
        if n % 2 == 1:
            result = (result * base) % p
        
        # Square the base and reduce it modulo p
        base = (base * base) % p
        n //= 2
    
    return result",False
HumanEval/50,False,False,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Encodes a string by shifting each character by 5 positions in the alphabet.

INPUT:
- `s`: A string representing the input text to be encoded.

OUTPUT:
- A string representing the encoded text.

CONSTRAINTS:
- NONE

EXAMPLES:


EDGE CASES:
- **Empty Input**: `encode_shift("""")` returns an empty string.
- **Single Element**: `encode_shift(""a"")` returns `""f""`.
- **Boundary Values**: `encode_shift(""z"")` returns `""e""`, and `encode_shift(""A"")` returns `""F""`.","def encode_shift(s):
    """"""
    Encodes a string by shifting each character by 5 positions in the alphabet.

    :param s: A string representing the input text to be encoded.
    :return: A string representing the encoded text.
    """"""
    if not s:
        return """"

    encoded = []
    for char in s:
        if char.isalpha():
            shift = 5
            if char.islower():
                base = ord('a')
            else:
                base = ord('A')
            encoded_char = chr((ord(char) - base + shift) % 26 + base)
            encoded.append(encoded_char)
        else:
            encoded.append(char)

    return ''.join(encoded)",False
HumanEval/51,True,True,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Remove all vowels from the input string.

INPUT:
- `text`: A string representing the input text.

OUTPUT:
- A string with all vowels removed.

CONSTRAINTS:
- NONE

EXAMPLES:


EDGE CASES:
- **Empty Input**: `remove_vowels('')` should return an empty string.
- **Single Element**: `remove_vowels('a')` should return an empty string.
- **Boundary Values**: `remove_vowels('z')` should return `'z'`.","def remove_vowels(text):
    # Define a set of vowels for quick lookup
    vowels = set('aeiouAEIOU')
    
    # Use a list comprehension to filter out vowels
    result = ''.join([char for char in text if char not in vowels])
    
    return result",False
HumanEval/52,True,False,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Determine if all elements in a list are below a specified threshold.

INPUT:
- `l`: A list of integers.
- `t`: An integer representing the threshold.

OUTPUT:
- A boolean value indicating whether all elements in `l` are less than `t`.

CONSTRAINTS:
- NONE

EXAMPLES:


EDGE CASES:
- **Empty Input**: The function should return `True` for an empty list, as there are no elements to compare.
- **Single Element**: For a list with a single element, the function should return `True` if the element is less than the threshold.
- **Boundary Values**: The function should handle cases where the threshold is equal to the maximum element in the list, returning `True` if all elements are less than or equal to the threshold.","def all_elements_below_threshold(l, t):
    """"""
    Determine if all elements in a list are below a specified threshold.

    :param l: List of integers.
    :param t: Integer representing the threshold.
    :return: Boolean value indicating whether all elements in `l` are less than `t`.
    """"""
    # Check if the list is empty
    if not l:
        return True
    
    # Iterate through each element in the list
    for num in l:
        # If any element is greater than or equal to the threshold, return False
        if num >= t:
            return False
    
    # If all elements are below the threshold, return True
    return True",True
HumanEval/53,True,False,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Add two integers x and y.

INPUT:
- `x`: an integer representing the first number to be added.
- `y`: an integer representing the second number to be added.

OUTPUT:
- An integer representing the sum of x and y.

CONSTRAINTS:
- NONE

EXAMPLES:


EDGE CASES:
- **Empty Input**: The function will raise a TypeError if either `x` or `y` is not provided.
- **Single Element**: The function will raise a TypeError if only one argument is provided.
- **Boundary Values**: The function can handle very large integers, but there is no specific boundary value mentioned in the docstring.","def add_two_integers(x, y):
    """"""
    Add two integers x and y.

    Parameters:
    x (int): The first integer to be added.
    y (int): The second integer to be added.

    Returns:
    int: The sum of x and y.

    Raises:
    TypeError: If either x or y is not an integer.
    """"""
    if not isinstance(x, int) or not isinstance(y, int):
        raise TypeError(""Both arguments must be integers."")
    
    return x + y",True
HumanEval/54,False,False,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Check if two words have the same characters.

INPUT:
- `s0`: A string representing the first word.
- `s1`: A string representing the second word.

OUTPUT:
- A boolean value indicating whether the two words have the same characters.

CONSTRAINTS:
- NONE

EXAMPLES:


EDGE CASES:
- **Empty Input**: Both strings are empty, returning `True` since they have no characters.
- **Single Element**: One string is a single character, and the other is empty, returning `True` since they have the same character.
- **Boundary Values**: Strings with different lengths but identical characters (e.g., `'a'` and `'aa'`) should return `True`.","def have_same_characters(s0: str, s1: str) -> bool:
    # Check if both strings are empty
    if not s0 and not s1:
        return True
    
    # Check if one string is empty and the other has the same character
    if not s0 or not s1:
        return False
    
    # Sort the characters of both strings and compare
    return sorted(s0) == sorted(s1)",False
HumanEval/55,True,False,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Calculate the n-th Fibonacci number.

INPUT:
- `n`: An integer representing the position in the Fibonacci sequence.

OUTPUT:
- An integer representing the n-th Fibonacci number.

CONSTRAINTS:
- NONE

EXAMPLES:


EDGE CASES:
- **Empty Input**: The function should handle negative inputs gracefully, returning an appropriate error message or value.
- **Single Element**: For `n = 0`, the function should return 0, as the Fibonacci sequence starts with 0.
- **Boundary Values**: The function should handle large values of `n` efficiently, considering potential overflow issues.","def fibonacci(n):
    if n < 0:
        return ""Error: Input must be a non-negative integer.""
    elif n == 0:
        return 0
    elif n == 1:
        return 1
    
    a, b = 0, 1
    for _ in range(2, n + 1):
        a, b = b, a + b
    return b",True
HumanEval/56,True,True,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Determine if the input string of ""<"" and "">"" contains balanced brackets.

INPUT:
- `brackets`: A string consisting only of ""<"" and "">"" characters.

OUTPUT:
- A boolean value indicating whether the brackets are correctly balanced.

CONSTRAINTS:
- NONE

EXAMPLES:


EDGE CASES:
- **Empty Input**: `correct_bracketing("""")` should return `True` since an empty string has no unmatched brackets.
- **Single Element**: `correct_bracketing(""<"")` and `correct_bracketing("">"")` should return `False` because each character is an unmatched bracket.
- **Boundary Values**: The function should handle strings with only ""<"" or only "">"" without any errors.","def correct_bracketing(brackets):
    # Initialize a counter to track the balance of brackets
    balance = 0
    
    # Iterate over each character in the input string
    for char in brackets:
        # If the character is '<', increment the balance
        if char == '<':
            balance += 1
        # If the character is '>', decrement the balance
        elif char == '>':
            balance -= 1
        
        # If at any point the balance is negative, it means there's a closing bracket without a matching opening bracket
        if balance < 0:
            return False
    
    # If the balance is zero at the end, all brackets are matched
    return balance == 0",False
HumanEval/57,True,False,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Determine if a list of numbers is monotonically increasing or decreasing.

INPUT:
- `l`: A list of numbers (type: `list`)

OUTPUT:
- A boolean value indicating whether the list is monotonically increasing or decreasing (type: `bool`)

CONSTRAINTS:
- NONE

EXAMPLES:


EDGE CASES:
- **Empty Input**: An empty list should return `True` since there are no elements to compare.
- **Single Element**: A list with a single element should return `True` since there are no elements to compare.
- **Boundary Values**: Lists with all identical elements should return `True` because they are trivially monotonic.","def is_monotonic(l):
    if not l:
        return True
    
    increasing = decreasing = True
    
    for i in range(1, len(l)):
        if l[i] > l[i - 1]:
            decreasing = False
        elif l[i] < l[i - 1]:
            increasing = False
    
    return increasing or decreasing",True
HumanEval/58,True,False,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Return a sorted list of unique common elements between two input lists.

INPUT:
- `l1`: A list of elements (type: `list`).
- `l2`: Another list of elements (type: `list`).

OUTPUT:
- A sorted list of unique common elements (type: `list`).

CONSTRAINTS:
- NONE

EXAMPLES:


EDGE CASES:
- **Empty Input**: Both lists are empty, resulting in an empty list.
- **Single Element**: One list contains only one element, while the other is empty, resulting in an empty list.
- **Boundary Values**: Lists with a single common element, such as `[1]` and `[1, 2]`, should return `[1]`.","def find_common_elements(l1, l2):
    # Convert both lists to sets to remove duplicates and allow for efficient intersection
    set1 = set(l1)
    set2 = set(l2)
    
    # Find the intersection of the two sets
    common_elements = set1.intersection(set2)
    
    # Convert the result back to a sorted list
    sorted_common_elements = sorted(common_elements)
    
    return sorted_common_elements",True
HumanEval/59,False,True,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Return the largest prime factor of a given integer `n`, assuming `n` is greater than 1 and is not a prime number.

INPUT:
- `n`: An integer greater than 1 and not a prime number.

OUTPUT:
- The largest prime factor of `n`.

CONSTRAINTS:
- `n > 1`
- `n` is not a prime number

EXAMPLES:


EDGE CASES:
- **Empty Input**: Not applicable since the function assumes `n > 1`.
- **Single Element**: Not applicable since the function assumes `n > 1`.
- **Boundary Values**: Not applicable since the function assumes `n > 1`.","def largest_prime_factor(n):
    """"""
    Return the largest prime factor of a given integer n, assuming n is greater than 1 and is not a prime number.
    
    :param n: An integer greater than 1 and not a prime number.
    :return: The largest prime factor of n.
    """"""
    def is_prime(num):
        """"""Check if a number is prime.""""""
        if num <= 1:
            return False
        if num <= 3:
            return True
        if num % 2 == 0 or num % 3 == 0:
            return False
        i = 5
        while i * i <= num:
            if num % i == 0 or num % (i + 2) == 0:
                return False
            i += 6
        return True

    largest_factor = -1
    # Check for smallest prime factor
    for i in range(2, int(n**0.5) + 1):
        while n % i == 0:
            largest_factor = i
            n //= i
    # If n is still greater than 2, then it is a prime number
    if n > 2:
        largest_factor = n
    return largest_factor

# Example usage:
# print(largest_prime_factor(13195))  # Output: 29",False
HumanEval/60,True,False,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Calculate the sum of all integers from 1 to n.

INPUT:
- `n`: An integer representing the upper limit of the range to sum.

OUTPUT:
- An integer representing the sum of all integers from 1 to n.

CONSTRAINTS:
- `n` must be a non-negative integer.

EXAMPLES:


EDGE CASES:
- **Empty Input**: The function should handle cases where `n` is 0, returning 0.
- **Single Element**: For `n = 1`, the function should return 1.
- **Boundary Values**: The function should work correctly for small values of `n` like 1, 5, and 10.","def sum_of_integers(n):
    """"""
    Calculate the sum of all integers from 1 to n.

    :param n: An integer representing the upper limit of the range to sum.
    :return: An integer representing the sum of all integers from 1 to n.
    """"""
    if n < 0:
        raise ValueError(""Input must be a non-negative integer."")
    
    # Using the formula for the sum of the first n natural numbers: n * (n + 1) / 2
    return n * (n + 1) // 2

# Edge cases
print(sum_of_integers(0))  # Output: 0
print(sum_of_integers(1))  # Output: 1
print(sum_of_integers(5))  # Output: 15
print(sum_of_integers(10)) # Output: 55",True
HumanEval/61,True,True,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Determine if the given string of parentheses is correctly balanced.

INPUT:
- `brackets`: A string consisting only of the characters '(' and ')'.

OUTPUT:
- A boolean value indicating whether the brackets are correctly balanced.

CONSTRAINTS:
- NONE

EXAMPLES:


EDGE CASES:
- **Empty Input**: `correct_bracketing("""")` should return `True` because an empty string is considered balanced.
- **Single Element**: `correct_bracketing(""("")` should return `False` because there is no matching closing bracket.
- **Boundary Values**: The function should handle strings with only opening or only closing brackets correctly.","def correct_bracketing(brackets):
    # Initialize a counter to track the balance of parentheses
    balance = 0
    
    # Iterate over each character in the input string
    for char in brackets:
        # If the character is an opening bracket, increment the balance
        if char == '(':
            balance += 1
        # If the character is a closing bracket, decrement the balance
        elif char == ')':
            balance -= 1
        
        # If at any point the balance is negative, it means there's a closing bracket without a matching opening bracket
        if balance < 0:
            return False
    
    # If the balance is zero at the end, all opening brackets have matching closing brackets
    return balance == 0",False
HumanEval/62,True,True,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Calculate the derivative of a polynomial represented by its coefficients.

INPUT:
- `xs`: A list of integers representing the coefficients of a polynomial. The index of each coefficient corresponds to the power of \( x \) it multiplies.

OUTPUT:
- A list of integers representing the coefficients of the derivative of the polynomial.

CONSTRAINTS:
- NONE

EXAMPLES:


EDGE CASES:
- **Empty Input**: The function should handle an empty list gracefully, returning an empty list since the derivative of a constant (or zero-degree polynomial) is zero.
- **Single Element**: If the input list contains only one element, the derivative is zero, so the output should be `[0]`.
- **Boundary Values**: The function should work correctly for polynomials with leading zeros, such as `[0, 1, 2]`, which represents the polynomial \( 0 + 1x + 2x^2 \). The derivative should be `[1, 4]`.","def derivative(xs):
    # Check if the input list is empty
    if not xs:
        return []
    
    # Initialize the result list with zeros
    result = [0] * (len(xs) - 1)
    
    # Calculate the derivative coefficients
    for i in range(1, len(xs)):
        result[i - 1] = xs[i] * i
    
    return result",False
HumanEval/63,True,False,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Compute the n-th element of the FibFib number sequence.

INPUT:
- `n`: An integer representing the position in the FibFib sequence.

OUTPUT:
- An integer representing the n-th element of the FibFib sequence.

CONSTRAINTS:
- The function should handle non-negative integers for `n`.
- The function should be efficient, ideally with a time complexity better than O(2^n).

EXAMPLES:


EDGE CASES:
- **Empty Input**: For `n = 0`, the function should return 0.
- **Single Element**: For `n = 1`, the function should return 0.
- **Boundary Values**: For `n = 2`, the function should return 1.","def fib_fib(n):
    if n == 0:
        return 0
    elif n == 1:
        return 0
    elif n == 2:
        return 1
    
    # Initialize the first two elements of the sequence
    a, b = 0, 0
    
    # Compute the n-th element iteratively
    for _ in range(3, n + 1):
        a, b = b, a + b
    
    return b",True
HumanEval/64,True,True,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Write a function `vowels_count` that counts the number of vowels in a given string, considering 'y' as a vowel only if it is at the end of the string.

INPUT:
- `s`: A string representing a word.

OUTPUT:
- An integer representing the number of vowels in the string.

CONSTRAINTS:
- NONE

EXAMPLES:


EDGE CASES:
- **Empty Input**: `vowels_count("""")` should return 0.
- **Single Element**: `vowels_count(""a"")` should return 1.
- **Boundary Values**: `vowels_count(""y"")` should return 1, and `vowels_count(""Y"")` should return 0.","def vowels_count(s):
    # Define a set of vowels for easy lookup
    vowels = {'a', 'e', 'i', 'o', 'u'}
    
    # Initialize a counter for vowels
    count = 0
    
    # Iterate over each character in the string
    for i, char in enumerate(s):
        # Check if the character is a vowel
        if char.lower() in vowels:
            count += 1
        # Check if 'y' is at the end of the string
        elif char.lower() == 'y' and i == len(s) - 1:
            count += 1
    
    return count",False
HumanEval/65,False,False,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Circularly shifts the digits of the integer `x` to the right by `shift` positions and returns the result as a string. If `shift` exceeds the number of digits, the digits are reversed.

INPUT:
- `x`: An integer whose digits are to be shifted.
- `shift`: The number of positions to shift the digits to the right.

OUTPUT:
- A string representing the circularly shifted digits of `x`.

CONSTRAINTS:
- NONE

EXAMPLES:


EDGE CASES:
- **Empty Input**: This case is not applicable since `x` is an integer.
- **Single Element**: For `x = 0`, the output should be `""0""`.
- **Boundary Values**:
  - `shift = 0`: The digits remain unchanged, so the output should be the same as the input.
  - `shift = number of digits`: The digits are reversed, so the output should be the reverse of the input.","def rotate_digits(x, shift):
    # Convert the integer to a string to easily manipulate digits
    x_str = str(x)
    num_digits = len(x_str)
    
    # If shift is greater than or equal to the number of digits, reverse the digits
    if shift >= num_digits:
        return x_str[::-1]
    
    # Calculate the effective shift using modulo operation
    effective_shift = shift % num_digits
    
    # Perform the rotation
    rotated_str = x_str[-effective_shift:] + x_str[:-effective_shift]
    
    return rotated_str

# Example usage:
print(rotate_digits(12345, 2))  # Output: ""45123""
print(rotate_digits(12345, 5))  # Output: ""54321""
print(rotate_digits(12345, 6))  # Output: ""54321""
print(rotate_digits(0, 0))      # Output: ""0""
print(rotate_digits(0, 1))      # Output: ""0""",False
HumanEval/66,True,True,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Write a function that calculates the sum of the ASCII codes of all uppercase characters in a given string.

INPUT:
- `s`: A string representing the input text.

OUTPUT:
- An integer representing the sum of the ASCII codes of all uppercase characters in the input string.

CONSTRAINTS:
- NONE

EXAMPLES:


EDGE CASES:
- **Empty Input**: `digitSum("""")` should return `0`.
- **Single Element**: `digitSum(""A"")` should return `65`.
- **Boundary Values**: `digitSum(""ZzZ"")` should return `122 + 90 + 88 = 300`.","def digitSum(s):
    # Initialize the sum to 0
    total_sum = 0
    
    # Iterate over each character in the string
    for char in s:
        # Check if the character is an uppercase letter
        if char.isupper():
            # Add the ASCII code of the uppercase letter to the total sum
            total_sum += ord(char)
    
    # Return the total sum of ASCII codes of uppercase letters
    return total_sum",False
HumanEval/67,True,False,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Calculate the number of mango fruits in a basket based on the total number of apples and oranges, and the total number of fruits in the basket.

INPUT:
- `s`: A string representing the number of apples and oranges in the format ""X apples and Y oranges"".
- `n`: An integer representing the total number of fruits in the basket.

OUTPUT:
- An integer representing the number of mango fruits in the basket.

CONSTRAINTS:
- The input string `s` will always contain the words ""apples"" and ""oranges"" in the specified format.
- The input integer `n` will always be a positive integer.
- The input string `s` will always have valid numbers for apples and oranges.

EXAMPLES:


EDGE CASES:
- **Empty Input**: Not applicable since the input string `s` is required.
- **Single Element**: Not applicable since the input string `s` is required.
- **Boundary Values**: Not applicable since the input string `s` is required.","def count_mangoes(s: str, n: int) -> int:
    # Split the input string to extract the numbers of apples and oranges
    parts = s.split()
    
    # Extract the number of apples and oranges from the split string
    apples = int(parts[0])
    oranges = int(parts[3])
    
    # Calculate the number of mangoes by subtracting the sum of apples and oranges from the total number of fruits
    mangoes = n - (apples + oranges)
    
    return mangoes",True
HumanEval/68,True,True,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Given an array representing a branch of a tree with non-negative integer nodes, return the node with the smallest even value and its index in a list. If multiple nodes have the same smallest even value, return the node with the smallest index. If there are no even values or the array is empty, return an empty list.

INPUT:
- `arr`: A list of non-negative integers representing the nodes of a tree branch.

OUTPUT:
- A list containing the smallest even value and its index, or an empty list if no even values are found or the array is empty.

CONSTRAINTS:
- `1 <= len(arr) <= 10000`
- `0 <= arr[i]`

EXAMPLES:


EDGE CASES:
- **Empty Input**: `pluck([])` returns `[]`.
- **Single Element**: `pluck([4])` returns `[4, 0]` because 4 is the only even number and its index is 0.
- **Boundary Values**: `pluck([0, 0, 0, 0])` returns `[0, 0]` because all elements are even and the first one is chosen due to its index being the smallest.","def pluck(arr):
    # Check if the array is empty
    if not arr:
        return []
    
    # Initialize variables to store the smallest even value and its index
    smallest_even = None
    smallest_index = -1
    
    # Iterate through the array to find the smallest even value and its index
    for index, value in enumerate(arr):
        if value % 2 == 0:  # Check if the value is even
            if smallest_even is None or value < smallest_even:
                smallest_even = value
                smallest_index = index
    
    # If no even value was found, return an empty list
    if smallest_even is None:
        return []
    
    # Return the smallest even value and its index as a list
    return [smallest_even, smallest_index]",False
HumanEval/69,True,False,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Find the greatest integer in the list that appears at least as many times as its value.

INPUT:
- `lst`: A non-empty list of positive integers.

OUTPUT:
- The greatest integer meeting the criteria, or -1 if no such integer exists.

CONSTRAINTS:
- The list contains only positive integers.
- The list is non-empty.

EXAMPLES:


EDGE CASES:
- **Empty Input**: Not applicable since the function is defined for non-empty lists.
- **Single Element**: If the list contains only one element, it must be checked if it meets the criteria.
- **Boundary Values**: The function should handle edge cases where the list contains only one element or all elements are the same.","from collections import Counter

def find_greatest_integer(lst):
    # Count the frequency of each number in the list
    frequency = Counter(lst)
    
    # Initialize the result to -1 (default if no valid number is found)
    result = -1
    
    # Iterate over the frequency dictionary
    for num, count in frequency.items():
        # Check if the number appears at least as many times as its value
        if num <= count:
            # Update the result with the maximum value found so far
            result = max(result, num)
    
    return result

# Example usage:
# print(find_greatest_integer([4, 1, 2, 2, 3, 1]))  # Output: 2
# print(find_greatest_integer([1, 2, 2, 3, 3, 3, 4, 4, 4]))  # Output: 3
# print(find_greatest_integer([5, 5, 4, 4, 4]))  # Output: -1",True
HumanEval/70,True,True,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Return a list sorted in a specific ""strange"" order where the smallest number is followed by the largest, then the second smallest, second largest, and so on.

INPUT:
- `lst`: A list of integers.

OUTPUT:
- A list of integers sorted in the described ""strange"" order.

CONSTRAINTS:
- NONE

EXAMPLES:


EDGE CASES:
- **Empty Input**: `strange_sort_list([]) == []`
- **Single Element**: `strange_sort_list([7]) == [7]`
- **Boundary Values**: The function should handle lists with negative numbers and zero. For example, `strange_sort_list([-3, -1, 0, 2, 4]) == [-3, 4, -1, 2, 0]`","def strange_sort_list(lst):
    # Sort the list in ascending order
    sorted_lst = sorted(lst)
    
    # Initialize two pointers: one at the start (smallest) and one at the end (largest)
    left = 0
    right = len(sorted_lst) - 1
    
    # Create a result list to store the strange sorted elements
    result = []
    
    # Alternate between the smallest and largest remaining elements
    while left <= right:
        if left == right:
            # If there's only one element left, add it to the result
            result.append(sorted_lst[left])
        else:
            # Add the smallest remaining element
            result.append(sorted_lst[left])
            # Add the largest remaining element
            result.append(sorted_lst[right])
        
        # Move the pointers inward
        left += 1
        right -= 1
    
    return result

# Example usage:
print(strange_sort_list([-3, -1, 0, 2, 4]))  # Output: [-3, 4, -1, 2, 0]
print(strange_sort_list([]))                # Output: []
print(strange_sort_list([7]))                 # Output: [7]",False
HumanEval/71,True,False,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Calculate the area of a triangle given its side lengths, rounding to 2 decimal points if the sides form a valid triangle.

INPUT:
- `a`: A float representing the length of the first side of the triangle.
- `b`: A float representing the length of the second side of the triangle.
- `c`: A float representing the length of the third side of the triangle.

OUTPUT:
- A float representing the area of the triangle rounded to 2 decimal points, or -1 if the sides do not form a valid triangle.

CONSTRAINTS:
- The function should handle non-negative side lengths.
- The function should return -1 if the sides do not satisfy the triangle inequality theorem (the sum of any two sides must be greater than the third side).

EXAMPLES:


EDGE CASES:
- **Empty Input**: Not applicable since the function requires three side lengths.
- **Single Element**: Not applicable since the function requires three side lengths.
- **Boundary Values**: The function should handle very small or very large side lengths, but the result will be rounded to 2 decimal places.","import math

def calculate_triangle_area(a, b, c):
    # Check if the sides form a valid triangle
    if a <= 0 or b <= 0 or c <= 0:
        return -1
    if a + b <= c or a + c <= b or b + c <= a:
        return -1
    
    # Calculate the semi-perimeter
    s = (a + b + c) / 2
    
    # Calculate the area using Heron's formula
    area = math.sqrt(s * (s - a) * (s - b) * (s - c))
    
    # Round the area to 2 decimal points
    return round(area, 2)

# Example usage:
# print(calculate_triangle_area(3, 4, 5))  # Output: 6.0
# print(calculate_triangle_area(1, 2, 10)) # Output: -1",True
HumanEval/72,True,False,"FUNCTION SIGNATURE:


TASK DESCRIPTION:
Determine if an object represented by a list `q` will fly based on its balance and weight.

INPUT:
- `q`: A list of integers representing the object's components.
- `w`: An integer representing the maximum possible weight.

OUTPUT:
- A boolean value indicating whether the object will fly (`True`) or not (`False`).

CONSTRAINTS:
- NONE

EXAMPLES:


EDGE CASES:
- **Empty Input**: `will_it_fly([], 5)` ➞ `True` (an empty list is considered balanced and has a sum of 0, which is less than any weight).
- **Single Element**: `will_it_fly([3], 5)` ➞ `True` (a single-element list is balanced and has a sum equal to the element itself, which is less than any weight).
- **Boundary Values**: None applicable for this specific problem, as the constraints do not specify any boundary values beyond the ones provided in the examples.","def will_it_fly(q, w):
    # Check if the list is empty
    if not q:
        return True
    
    # Calculate the sum of the elements in the list
    total_weight = sum(q)
    
    # Check if the total weight is less than or equal to the maximum weight
    if total_weight <= w:
        return True
    else:
        return False",True
